image_id,label,centroid_y,centroid_x,area_px,convex_area_px,filled_area_px,perimeter_px,perimeter_crofton_px,major_axis_px,minor_axis_px,eccentricity,orientation,solidity,extent,euler_number,equivalent_diameter_px,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,circularity,aspect_ratio,orientation_deg,hole_area_px,touches_border,mean_intensity,median_intensity,std_intensity,min_intensity,max_intensity,integrated_intensity,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_asm,glcm_contrast_d1,glcm_contrast_d3,glcm_entropy
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,1,4.811764705882353,95.27058823529411,85.0,100.0,85.0,39.17766952966369,41.19872363344375,13.760031808056087,8.38939448745845,0.7926376837204465,-0.5921512263494259,0.85,0.5902777777777778,1,10.403141895720198,0,90,12,102,0.6293051223335704,1.6401698392686577,-33.92776610331801,0.0,True,0.3356862844789729,0.32156863808631897,0.05308988315747347,0.24705882370471954,0.5372549295425415,28.5333341807127,27.789339607650717,3.593821464920434,0.29547427687111333,0.14226428665448565,0.32119753891480735,0.020287530849826103,14.875794174770848,40.70288504053058,5.930068139926117
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,2,17.548240635641317,114.1566401816118,881.0,1035.0,881.0,148.57463914933368,153.8387884923094,45.34366452382539,26.96529749490354,0.8039571620297506,-1.0676217740481846,0.851207729468599,0.6067493112947658,1,33.49214891450948,2,92,35,136,0.4677933785570191,1.681556249560954,-61.17022176923058,0.0,False,0.2751329894538094,0.2705882489681244,0.09521477558593608,0.10196078568696976,0.6313725709915161,242.39216370880604,10.336480547059793,2.174901373411778,0.4091275871915199,0.09887095568417131,0.786153083380361,0.009986458748032787,5.1732967624385955,15.499664331680988,7.213032510484155
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,3,23.16870415647922,302.6601466992665,409.0,429.0,409.0,75.84062043356595,74.58293387901169,26.874664475978758,19.422131672856725,0.6911691830891208,1.3683125045770321,0.9533799533799534,0.6955782312925171,1,22.820056393372074,13,289,34,317,0.9239622877389895,1.3837134321119484,78.39853156723908,0.0,False,0.23826646172694296,0.19607843458652496,0.1152092615155291,0.10980392247438431,0.5568627715110779,97.45098284631968,31.18301449260575,3.649838676516298,0.3596165773131892,0.13406333254853706,0.6677297687697449,0.018180884898094465,14.655724157526464,47.710304827685036,7.005776399735993
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,4,34.707438016528926,129.8595041322314,605.0,748.0,605.0,123.8467170879758,121.23997641013891,42.63327755839955,20.96035593204765,0.8707968080455611,-1.0215553060099587,0.8088235294117647,0.5004135649296939,1,27.754457742221764,21,115,52,154,0.5172179067300787,2.0339958775802445,-58.53080757356594,0.0,False,0.39168369151836585,0.38823530077934265,0.10950165850498068,0.18431372940540314,0.6823529601097107,236.96863336861134,13.254742213977236,2.7465248072217534,0.31739781730221894,0.07507632932415947,0.8316800859727791,0.005737297130708897,5.531806703202761,20.97767772475171,7.834966700859103
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,5,37.642398286937905,249.13276231263384,467.0,483.0,467.0,79.59797974644665,78.14513387875812,29.121969652137906,20.47274108930333,0.711189969456418,1.5330475740084275,0.9668737060041408,0.7668308702791461,1,24.384480051691096,28,235,49,264,0.9609988445381252,1.4224753551615839,87.83715578345262,0.0,False,0.2292816113417358,0.18039216101169586,0.12976895677302294,0.09019608050584793,0.6000000238418579,107.07451249659061,30.16705855436869,3.5155996970646655,0.37367409067207674,0.14235445730712276,0.667829742656217,0.020452781809086325,14.498881092261561,45.83523601647582,6.944706998690371
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,6,41.06896551724138,73.97413793103448,348.0,373.0,348.0,73.25483399593904,72.13145461380485,25.301448891489915,17.81844575155848,0.709955973125898,-0.7760233099792777,0.9329758713136729,0.6578449905482041,1,21.049640414216977,30,63,53,86,0.8405038891179916,1.4199582412667466,-44.46286046558503,0.0,False,0.4542033041174384,0.4627451002597809,0.09580482417956881,0.2666666805744171,0.6392157077789307,158.06274983286858,26.11184295704522,3.9240848788154037,0.22527742031207937,0.06936550254277983,0.7648311021364425,0.004871632318770748,9.210978191705266,43.01270772238518,7.94503390502768
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,7,59.542893725992315,36.816901408450704,781.0,915.0,781.0,149.53910524340094,153.05339032891195,60.37463944338427,17.7991804369345,0.9555552130484036,-0.336998295112722,0.853551912568306,0.45645821157218003,1,31.534109856442154,33,23,92,52,0.41896234282291983,3.391989853538583,-19.308580013063168,0.0,False,0.30010294315146424,0.27450981736183167,0.1079529545980878,0.13333334028720856,0.6274510025978088,234.38039860129356,16.91271149777297,2.8146187913452176,0.36721163693677983,0.09227415964895525,0.7645873914166481,0.008709351165974683,7.877125094708695,25.94829790083725,7.496091686950219
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,8,39.29302325581396,218.28837209302327,215.0,242.0,215.0,67.45584412271572,68.20446379681762,26.477999905818706,10.774087012346167,0.913469531858232,-1.4414919838022324,0.8884297520661157,0.7239057239057239,1,16.545286401814263,34,204,45,231,0.580794808844944,2.4575632139852983,-82.59140687380834,0.0,False,0.46728683432867363,0.45490196347236633,0.0887819675693625,0.2862745225429535,0.6745098233222961,100.46666938066483,45.11632136717641,5.132541374898347,0.19721885219397334,0.08235726995297013,0.48850384497210775,0.006825571722212074,19.79449817655462,70.43814455779818,7.54883466428565
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,9,47.99343544857768,194.8249452954048,457.0,523.0,457.0,91.84062043356596,89.75188506250802,28.91292212282496,22.02839006979521,0.6477095352410813,1.5606654437331242,0.8738049713193117,0.6623188405797101,1,24.121991458915023,37,182,60,212,0.712916894121151,1.312529968427863,89.41954315781987,0.0,False,0.29274467667422094,0.25882354378700256,0.1159802422569206,0.15294118225574493,0.6470588445663452,133.78431724011898,14.796315345965024,2.691675711692109,0.3601913731905021,0.10909317364712308,0.8185128607459671,0.012059017554025348,6.065931812242513,23.526698879687537,7.119823123424174
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,10,60.385416666666664,4.8125,96.0,114.0,96.0,46.79898987322333,50.67931812312895,16.785369734862154,7.988249292107902,0.8794964369051482,-0.6946160417694345,0.8421052631578947,0.5333333333333333,1,11.055812783082736,54,0,69,12,0.46969893038741317,2.10125762492734,-39.7985675754715,0.0,True,0.4479166778425376,0.42352941632270813,0.0922562498651618,0.2823529541492462,0.6666666865348816,43.000001072883606,58.77442178551474,5.976165292108858,0.16123993978896808,0.10277927863064577,0.37234236035370577,0.010597154758080216,25.74332961433537,91.80551395669411,6.6957052644165564
